code,learning_area_code,learning_area,level,component_code,component,strand_code,strand,content
HEA4-MOV-CHA,HEA,Health and Physical Education,4,MOV,Movement Concepts and Motor Skills,CHA,Challenges and social and cultural factors,Participate in and demonstrate an understanding of how social and cultural practices are expressed through movement.
HEA4-REL-REL,HEA,Health and Physical Education,4,REL,Relationships with Other People,REL,Relationships,"Identify the effects of changing situations, roles, and responsibilities on relationships and describe appropriate responses."
HEA4-REL-IDE,HEA,Health and Physical Education,4,REL,Relationships with Other People,IDE,"Identity, sensitivity, and respect",Recognise instances of discrimination and act responsibly to support their own rights and feelings and those of other people.
HEA4-REL-INT,HEA,Health and Physical Education,4,REL,Relationships with Other People,INT,Interpersonal skills,Describe and demonstrate a range of assertive communication skills and processes that enable them to interact appropriately with other people.
HEA4-HEA-SOC,HEA,Health and Physical Education,4,HEA,Healthy Communities and Environments,SOC,Societal attitudes and values,Investigate and describe lifestyle factors and media influences that contribute to the well-being of people in New Zealand.
HEA4-HEA-COM,HEA,Health and Physical Education,4,HEA,Healthy Communities and Environments,COM,Community resources,Investigate and/or access a range of community resources that support well-being and evaluate the contribution made by each to the well-being of community members.
HEA4-HEA-RIG,HEA,Health and Physical Education,4,HEA,Healthy Communities and Environments,RIG,"Rights, responsibilities, and laws; People and the environment",Specify individual responsibilities and take collective action for the care and safety of other people in their school and in the wider community.
HEA5-PER-GRO,HEA,Health and Physical Education,5,PER,Personal Health and Physical Development,GRO,Personal growth and development,"Describe physical, social, emotional, and intellectual processes of growth and relate these to features of adolescent development and effective self-management strategies."
HEA5-PER-REG,HEA,Health and Physical Education,5,PER,Personal Health and Physical Development,REG,Regular physical activity,Experience a range of personally enjoyable physical activities and describe how varying levels of involvement affect well-being and lifestyle balance.
HEA5-PER-SAF,HEA,Health and Physical Education,5,PER,Personal Health and Physical Development,SAF,Safety management,Investigate and practise safety procedures and strategies to manage risk situations.
HEA5-PER-PER,HEA,Health and Physical Education,5,PER,Personal Health and Physical Development,PER,Personal identity,Investigate and describe the ways in which individuals define their own identity and sense of self-worth and how this influences the ways in which they describe other people.
HEA5-MOV-MOV,HEA,Health and Physical Education,5,MOV,Movement Concepts and Motor Skills,MOV,Movement skills,Acquire and apply complex motor skills by using basic principles of motor learning.
HEA5-MOV-POS,HEA,Health and Physical Education,5,MOV,Movement Concepts and Motor Skills,POS,Positive attitudes,Develop skills and responsible attitudes in challenging physical situations.
HEA5-MOV-SCI,HEA,Health and Physical Education,5,MOV,Movement Concepts and Motor Skills,SCI,Science and technology,"Investigate and experience ways in which scientific, technological, and environmental knowledge and resources assist in and influence people’s participation in regular physical activity."
HEA5-MOV-CHA,HEA,Health and Physical Education,5,MOV,Movement Concepts and Motor Skills,CHA,Challenges and social and cultural factors,Investigate and experience ways in which people’s physical competence and participation are influenced by social and cultural factors.
HEA5-REL-REL,HEA,Health and Physical Education,5,REL,Relationships with Other People,REL,Relationships,Identify issues associated with relationships and describe options to achieve positive outcomes.
HEA5-REL-IDE,HEA,Health and Physical Education,5,REL,Relationships with Other People,IDE,"Identity, sensitivity, and respect",Demonstrate an understanding of how attitudes and values relating to difference influence their own safety and that of other people.
HEA5-REL-INT,HEA,Health and Physical Education,5,REL,Relationships with Other People,INT,Interpersonal skills,Demonstrate a range of interpersonal skills and processes that help them to make safe choices for themselves and other people in a variety of settings.
HEA5-HEA-SOC,HEA,Health and Physical Education,5,HEA,Healthy Communities and Environments,SOC,Societal attitudes and values,Investigate societal influences on the well-being of student communities.
HEA5-HEA-COM,HEA,Health and Physical Education,5,HEA,Healthy Communities and Environments,COM,Community resources,Investigate community services that support and promote people’s well-being and take action to promote personal and group involvement.
HEA5-HEA-RIG,HEA,Health and Physical Education,5,HEA,Healthy Communities and Environments,RIG,"Rights, responsibilities, and laws",Identify the rights and responsibilities of consumers and use this information to evaluate health and recreational services and products in the community.
HEA5-HEA-ENV,HEA,Health and Physical Education,5,HEA,Healthy Communities and Environments,ENV,People and the environment,Investigate and evaluate aspects of the school environment that affect people’s well-being and take action to enhance these aspects.
HEA6-PER-GRO,HEA,Health and Physical Education,6,PER,Personal Health and Physical Development,GRO,Personal growth and development,Investigate and understand reasons for the choices people make that affect their well-being and explore and evaluate options and consequences.
HEA6-PER-REG,HEA,Health and Physical Education,6,PER,Personal Health and Physical Development,REG,Regular physical activity,Choose and maintain ongoing involvement in appropriate physical activities and examine factors influencing their participation.
HEA6-PER-SAF,HEA,Health and Physical Education,6,PER,Personal Health and Physical Development,SAF,Safety management,Demonstrate understanding of responsible behaviours required to ensure that challenges and risks are managed safely in physical and social environments.
HEA6-PER-PER,HEA,Health and Physical Education,6,PER,Personal Health and Physical Development,PER,Personal identity,Demonstrate an understanding of factors that contribute to personal identity and celebrate individuality and affirm diversity.
HEA6-MOV-MOV,HEA,Health and Physical Education,6,MOV,Movement Concepts and Motor Skills,MOV,Movement skills,"Acquire, apply, and refine specialised motor skills by using the principles of motor skill learning."
HEA6-MOV-POS,HEA,Health and Physical Education,6,MOV,Movement Concepts and Motor Skills,POS,Positive attitudes,Demonstrate and examine responsible attitudes in challenging physical situations.
HEA6-MOV-SCI,HEA,Health and Physical Education,6,MOV,Movement Concepts and Motor Skills,SCI,Science and technology,Apply scientific and technological knowledge and resources to enhance physical abilities in a range of environments.
HEA6-MOV-CHA,HEA,Health and Physical Education,6,MOV,Movement Concepts and Motor Skills,CHA,Challenges and social and cultural factors,Demonstrate understanding and affirmation of people’s diverse social and cultural needs and practices when participating in physical activities.
HEA6-REL-REL,HEA,Health and Physical Education,6,REL,Relationships with Other People,REL,Relationships,"Demonstrate an understanding of how individuals and groups affect relationships by influencing people’s behaviour, beliefs, decisions, and sense of self-worth."
HEA6-REL-IDE,HEA,Health and Physical Education,6,REL,Relationships with Other People,IDE,"Identity, sensitivity, and respect",Plan and evaluate strategies recognising their own and other people’s rights and responsibilities to avoid or minimise risks in social situations.
HEA6-REL-INT,HEA,Health and Physical Education,6,REL,Relationships with Other People,INT,Interpersonal skills,Plan strategies and demonstrate interpersonal skills to respond to challenging situations appropriately.
HEA6-HEA-SOC,HEA,Health and Physical Education,6,HEA,Healthy Communities and Environments,SOC,Societal attitudes and values,Analyse societal influences that shape community health goals and physical activity patterns.
HEA6-HEA-COM,HEA,Health and Physical Education,6,HEA,Healthy Communities and Environments,COM,Community resources,Advocate for the development of services and facilities to meet identified needs in the school and the community.
HEA6-HEA-RIG,HEA,Health and Physical Education,6,HEA,Healthy Communities and Environments,RIG,"Rights, responsibilities, and laws","Compare and contrast personal values and practices with policies, rules, and laws and investigate how the latter contribute to safety in the school and community."
HEA6-HEA-ENV,HEA,Health and Physical Education,6,HEA,Healthy Communities and Environments,ENV,People and the environment,"Investigate the roles and the effectiveness of local, national, and international organisations that promote well-being and environmental care."
HEA7-PER-GRO,HEA,Health and Physical Education,7,PER,Personal Health and Physical Development,GRO,Personal growth and development,Assess their health needs and identify strategies to ensure personal well-being across their lifespan.
HEA7-PER-REG,HEA,Health and Physical Education,7,PER,Personal Health and Physical Development,REG,Regular physical activity,"Plan, implement, and evaluate a physical activity programme and examine factors used to justify physical activity as a means of enhancing well-being."
HEA7-PER-SAF,HEA,Health and Physical Education,7,PER,Personal Health and Physical Development,SAF,Safety management,Analyse the difference between perceived and residual risks in physical and social environments and develop skills and behaviour for managing responsible action.
HEA7-PER-PER,HEA,Health and Physical Education,7,PER,Personal Health and Physical Development,PER,Personal identity,"Critically evaluate societal attitudes, values, and expectations that affect people’s awareness of their personal identity and sense of self-worth in a range of life situations."
HEA7-MOV-MOV,HEA,Health and Physical Education,7,MOV,Movement Concepts and Motor Skills,MOV,Movement skills,Appraise specialised motor skills and adapt them to extend physical competence and recreational opportunities.
HEA7-MOV-POS,HEA,Health and Physical Education,7,MOV,Movement Concepts and Motor Skills,POS,Positive attitudes,Adapt skills and appraise responsible attitudes in challenging physical situations and unfamiliar environments.
HEA7-MOV-SCI,HEA,Health and Physical Education,7,MOV,Movement Concepts and Motor Skills,SCI,Science and technology,"Apply relevant scientific, technological, and environmental knowledge and use appropriate resources to improve performance in a specialised physical activity."
HEA7-MOV-CHA,HEA,Health and Physical Education,7,MOV,Movement Concepts and Motor Skills,CHA,Challenges and social and cultural factors,"Appraise, adapt, and use physical activities to ensure that specific social and cultural needs are met."
HEA7-REL-REL,HEA,Health and Physical Education,7,REL,Relationships with Other People,REL,Relationships,Analyse the nature and benefits of meaningful interpersonal relationships.
HEA7-REL-IDE,HEA,Health and Physical Education,7,REL,Relationships with Other People,IDE,"Identity, sensitivity, and respect","Analyse the beliefs, attitudes, and practices that reinforce stereotypes and role expectations, identifying ways in which these shape people’s choices at individual, group, and societal levels."
HEA7-REL-INT,HEA,Health and Physical Education,7,REL,Relationships with Other People,INT,Interpersonal skills,"Evaluate information, make informed decisions, and use interpersonal skills effectively to manage conflict, competition, and change in relationships."
HEA7-HEA-SOC,HEA,Health and Physical Education,7,HEA,Healthy Communities and Environments,SOC,Societal attitudes and values,Analyse ways in which events and social organisations promote healthy communities and evaluate the effects they have.
HEA7-HEA-COM,HEA,Health and Physical Education,7,HEA,Healthy Communities and Environments,COM,Community resources,Evaluate school and community initiatives that promote young people’s well-being and develop an action plan to instigate or support these.
HEA7-HEA-RIG,HEA,Health and Physical Education,7,HEA,Healthy Communities and Environments,RIG,"Rights, responsibilities, and laws","Evaluate laws, policies, practices, and regulations in terms of their contribution to social justice at school and in the wider community."
HEA7-HEA-ENV,HEA,Health and Physical Education,7,HEA,Healthy Communities and Environments,ENV,People and the environment,Analyse ways in which the environment and the well-being of a community are affected by population pressure and technological processes.
HEA8-PER-GRO,HEA,Health and Physical Education,8,PER,Personal Health and Physical Development,GRO,Personal growth and development,Critically evaluate a range of qualitative and quantitative data to devise strategies to meet their current and future needs for well-being.
HEA8-PER-REG,HEA,Health and Physical Education,8,PER,Personal Health and Physical Development,REG,Regular physical activity,Critically examine commercial products and programmes that promote physical activity and relate this to personal participation in programmes intended to meet their current well-being needs.
HEA8-PER-SAF,HEA,Health and Physical Education,8,PER,Personal Health and Physical Development,SAF,Safety management,Critically analyse dilemmas and contemporary ethical issues that influence their own health and safety and that of other people.
HEA8-PER-PER,HEA,Health and Physical Education,8,PER,Personal Health and Physical Development,PER,Personal identity,"Critically analyse the impacts that conceptions of personal, cultural, and national identity have on people’s well-being."
HEA8-MOV-MOV,HEA,Health and Physical Education,8,MOV,Movement Concepts and Motor Skills,MOV,Movement skills,"Devise, apply, and evaluate strategies to improve physical activity performance for themselves and others"
HEA8-MOV-POS,HEA,Health and Physical Education,8,MOV,Movement Concepts and Motor Skills,POS,Positive attitudes,"Devise, apply, and appraise strategies through which they and other people can participate responsibly in challenging physical situations."
HEA8-MOV-SCI,HEA,Health and Physical Education,8,MOV,Movement Concepts and Motor Skills,SCI,Science and technology,Critically analyse and experience the application of scientific and technological knowledge and resources to physical activity in a range of environments.
HEA8-MOV-CHA,HEA,Health and Physical Education,8,MOV,Movement Concepts and Motor Skills,CHA,Challenges and social and cultural factors,Devise and apply strategies to ensure that social and cultural needs are met in personal and group physical activities.
HEA8-REL-REL,HEA,Health and Physical Education,8,REL,Relationships with Other People,REL,Relationships,Critically analyse the dynamics of effective relationships in a range of social contexts.
HEA8-REL-IDE,HEA,Health and Physical Education,8,REL,Relationships with Other People,IDE,"Identity, sensitivity, and respect","Critically analyse attitudes, values, and behaviours that contribute to conflict and identify and describe ways of creating more harmonious relationships."
HEA8-REL-INT,HEA,Health and Physical Education,8,REL,Relationships with Other People,INT,Interpersonal skills,Analyse and evaluate attitudes and interpersonal skills that enable people to participate fully and effectively as community members in various situations.
HEA8-HEA-SOC,HEA,Health and Physical Education,8,HEA,Healthy Communities and Environments,SOC,Societal attitudes and values,"Critically analyse societal attitudes and practices and legislation influencing contemporary health and sporting issues, in relation to the need to promote mentally healthy and physically safe communities."
HEA8-HEA-COM,HEA,Health and Physical Education,8,HEA,Healthy Communities and Environments,COM,Community resources,Establish and justify priorities for equitable distribution of available health and recreational resources and advocate change where necessary.
HEA8-HEA-RIG,HEA,Health and Physical Education,8,HEA,Healthy Communities and Environments,RIG,"Rights, responsibilities, and laws","Demonstrate the use of health promotion strategies by implementing a plan of action to enhance the well-being of the school, community, or environment."
HEA8-HEA-ENV,HEA,Health and Physical Education,8,HEA,Healthy Communities and Environments,ENV,People and the environment,"Critically analyse the interrelationships between people, industry, technology, and legislation on aspects of environmental health."
MAT1-NUM-STR,MAT,Mathematics and Statistics,1,NUM,Number and Algebra,STR,Number strategies,"Use a range of counting, grouping, and equal-sharing strategies with whole numbers and fractions."
MAT1-NUM-KNO-1,MAT,Mathematics and Statistics,1,NUM,Number and Algebra,KNO-1,Number knowledge,Know the forward and backward counting sequences of whole numbers to 100.
MAT1-NUM-KNO-2,MAT,Mathematics and Statistics,1,NUM,Number and Algebra,KNO-2,Number knowledge,"Know groupings with five, within ten and with ten."
MAT1-NUM-EQU,MAT,Mathematics and Statistics,1,NUM,Number and Algebra,EQU,Equations and expressions,"Communicate and explain counting, grouping, and equal-sharing strategies, using words, numbers, and pictures."
MAT1-NUM-PAT-1,MAT,Mathematics and Statistics,1,NUM,Number and Algebra,PAT-1,Patterns and relationships,Generalise that the next counting number gives the result of adding one object to a set and that counting the number of objects in a set tells how many.
MAT1-NUM-PAT-2,MAT,Mathematics and Statistics,1,NUM,Number and Algebra,PAT-2,Patterns and relationships,Create and continue sequential patterns.
MAT1-GEO-MEA,MAT,Mathematics and Statistics,1,GEO,Geometry and Measurement,MEA,Measurement,"Order and compare objects or events by length, area, volume and capacity, weight (mass), turn (angle), temperature, and time by direct comparison and/or counting whole numbers of units."
MAT1-GEO-SHA,MAT,Mathematics and Statistics,1,GEO,Geometry and Measurement,SHA,Shape,Sort objects by their appearance.
MAT1-GEO-POS-1,MAT,Mathematics and Statistics,1,GEO,Geometry and Measurement,POS-1,Position and Orientation,"Give and follow instructions for movement that involves distances, directions, and half or quarter turns."
MAT1-GEO-POS-2,MAT,Mathematics and Statistics,1,GEO,Geometry and Measurement,POS-2,Position and Orientation,Describe their position relative to a person or object.
MAT1-GEO-TRA,MAT,Mathematics and Statistics,1,GEO,Geometry and Measurement,TRA,Transformation,"Communicate and record the results of translations, reflections, and rotations on plane shapes."
MAT1-STA-INV,MAT,Mathematics and Statistics,1,STA,Statistics,INV,Statistical Investigation,"Conduct investigations using the statistical enquiry cycle:
<ul>
<li>posing and answering questions.</li>
<li>gathering, sorting and counting, and displaying category data.</li>
<li>discussing the results.</li>
</ul>"
MAT1-STA-LIT,MAT,Mathematics and Statistics,1,STA,Statistics,LIT,Statistical Literacy,Interpret statements made by others from statistical investigations and probability activities.
MAT1-STA-PRO,MAT,Mathematics and Statistics,1,STA,Statistics,PRO,Probability,"Investigate situations that involve elements of chance, acknowledging and anticipating possible outcomes."
MAT2-NUM-STRA,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,STRA,Number strategies,Use simple additive strategies with whole numbers and fractions.
MAT2-NUM-NUM-1,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,NUM-1,Number knowledge,Know forward and backward counting sequences with whole numbers to at least 1000.
MAT2-NUM-NUM-2,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,NUM-2,Number knowledge,Know the basic addition and subtraction facts.
MAT2-NUM-NUM-3,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,NUM-3,Number knowledge,"Know how many ones, tens, and hundreds are in whole numbers to at least 1000."
MAT2-NUM-NUM-4,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,NUM-4,Number knowledge,Know simple fractions in everyday use.
MAT2-NUM-EQU,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,EQU,Equations and expressions,"Communicate and interpret simple additive strategies, using words, diagrams (pictures), and symbols."
MAT2-NUM-PAT-1,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,PAT-1,Patterns and relationships,Generalise that whole numbers can be partitioned in many ways.
MAT2-NUM-PAT-2,MAT,Mathematics and Statistics,2,NUM,Number and Algebra,PAT-2,Patterns and relationships,Find rules for the next member in a sequential pattern.
MAT2-GEO-MEA-1,MAT,Mathematics and Statistics,2,GEO,Geometry and Measurement,MEA-1,Measurement,"Create and use appropriate units and devices to measure length, area, volume and capacity, weight (mass), turn (angle), temperature, and time."
MAT2-GEO-MEA-2,MAT,Mathematics and Statistics,2,GEO,Geometry and Measurement,MEA-2,Measurement,"Partition and/or combine like measures and communicate them, using numbers and units."
MAT2-GEO-SHA-1,MAT,Mathematics and Statistics,2,GEO,Geometry and Measurement,SHA-1,Shape,"Sort objects by their spatial features, with justification."
MAT2-GEO-SHA-2,MAT,Mathematics and Statistics,2,GEO,Geometry and Measurement,SHA-2,Shape,Identify and describe the plane shapes found in objects.
MAT2-GEO-POS-1,MAT,Mathematics and Statistics,2,GEO,Geometry and Measurement,POS-1,Position and Orientation,Create and use simple maps to show position and direction.
MAT2-GEO-POS-2,MAT,Mathematics and Statistics,2,GEO,Geometry and Measurement,POS-2,Position and Orientation,Describe different views and pathways from locations on a map.
MAT2-GEO-TRA,MAT,Mathematics and Statistics,2,GEO,Geometry and Measurement,TRA,Transformation,"Predict and communicate the results of translations, reflections, and rotations on plane shapes."
MAT2-STA-STA-1,MAT,Mathematics and Statistics,2,STA,Statistics,STA-1,Statistical Investigation,"Conduct investigations, using the statistical enquiry cycle:<br />posing and answering questions;<br />gathering, sorting, and displaying category and whole number data; <br />communicating findings based on the data."
MAT2-STA-STA-2,MAT,Mathematics and Statistics,2,STA,Statistics,STA-2,Statistical Literacy,Compare statements with the features of simple data displays from statistical investigations or probability activities undertaken by others.
MAT2-STA-PRO,MAT,Mathematics and Statistics,2,STA,Statistics,PRO,Probability,"Investigate simple situations that involve elements of chance, recognising equal and different likelihoods and acknowledging uncertainty."
MAT3-NUM-NUM-1,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,NUM-1,Number strategies,"Use a range of additive and simple multiplicative strategies with whole numbers, fractions, decimals, and percentages."
MAT3-NUM-NUM-2,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,NUM-2,Number knowledge,Know basic multiplication and division facts.
MAT3-NUM-NUM-3,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,NUM-3,Number knowledge,Know counting sequences for whole numbers.
MAT3-NUM-NUM-4,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,NUM-4,Number knowledge,"Know how many tenths, tens, hundreds, and thousands are in whole numbers."
MAT3-NUM-NUM-5,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,NUM-5,Number knowledge,Know fractions and percentages in everyday use.
MAT3-NUM-EQU,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,EQU,Equations and expressions,"Record and interpret additive and simple multiplicative strategies, using words, diagrams, and symbols, with an understanding of equality."
MAT3-NUM-PAT-1,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,PAT-1,Patterns and relationships,Generalise the properties of addition and subtraction with whole numbers.
MAT3-NUM-PAT-2,MAT,Mathematics and Statistics,3,NUM,Number and Algebra,PAT-2,Patterns and relationships,"Connect members of sequential patterns with their ordinal position and use tables, graphs, and diagrams to find relationships between successive elements of number and spatial patterns."
MAT3-GEO-MEA-1,MAT,Mathematics and Statistics,3,GEO,Geometry and Measurement,MEA-1,Measurement,"Use linear scales and whole numbers of metric units for length, area, volume and capacity, weight (mass), angle, temperature, and time."
MAT3-GEO-MEA-2,MAT,Mathematics and Statistics,3,GEO,Geometry and Measurement,MEA-2,Measurement,Find areas of rectangles and volumes of cuboids by applying multiplication.
MAT3-GEO-SHA-1,MAT,Mathematics and Statistics,3,GEO,Geometry and Measurement,SHA-1,Shape,Classify plane shapes and prisms by their spatial features.
MAT3-GEO-SHA-2,MAT,Mathematics and Statistics,3,GEO,Geometry and Measurement,SHA-2,Shape,Represent objects with drawings and models.
MAT3-GEO-POS,MAT,Mathematics and Statistics,3,GEO,Geometry and Measurement,POS,Position and Orientation,Use a co-ordinate system or the language of direction and distance to specify locations and describe paths.
MAT3-GEO-TRA,MAT,Mathematics and Statistics,3,GEO,Geometry and Measurement,TRA,Transformation,"Describe the transformations (reflection, rotation, translation, or enlargement) that have mapped one object on to another."
MAT3-STA-STA-1,MAT,Mathematics and Statistics,3,STA,Statistics,STA-1,Statistical Investigation,"Conduct investigations using the statistical enquiry cycle:<br />gathering, sorting, and displaying multivariate category and whole number data and simple time-series data to answer questions;<br />identifying patterns and trends in context, within and between data sets;<br />communicating findings, using data displays."
MAT3-STA-STA-2,MAT,Mathematics and Statistics,3,STA,Statistics,STA-2,Statistical Literacy,Evaluate the effectiveness of different displays in representing the findings of a statistical investigation or probability activity undertaken by others.
MAT3-STA-PRO,MAT,Mathematics and Statistics,3,STA,Statistics,PRO,Probability,"Investigate simple situations that involve elements of chance by comparing experimental results with expectations from models of all the outcomes, acknowledging that samples vary."
MAT4-NUM-NUM-1,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,NUM-1,Number strategies and knowledge,Use a range of multiplicative strategies when operating on whole numbers.
MAT4-NUM-NUM-2,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,NUM-2,Number strategies and knowledge,"Understand addition and subtraction of fractions, decimals, and integers."
MAT4-NUM-NUM-3,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,NUM-3,Number strategies and knowledge,"Find fractions, decimals, and percentages of amounts expressed as whole numbers, simple fractions, and decimals."
MAT4-NUM-NUM-4,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,NUM-4,Number strategies and knowledge,"Apply simple linear proportions, including ordering fractions."
MAT4-NUM-NUM-5,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,NUM-5,Number strategies and knowledge,Know the equivalent decimal and percentage forms for everyday fractions.
MAT4-NUM-NUM-6,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,NUM-6,Number strategies and knowledge,Know the relative size and place value structure of positive and negative integers and decimals to three places.
MAT4-NUM-EQU,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,EQU,Equations and expressions,Form and solve simple linear equations.
MAT4-NUM-PAT-1,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,PAT-1,Patterns and relationships,Generalise properties of multiplication and division with whole numbers.
MAT4-NUM-PAT-2,MAT,Mathematics and Statistics,4,NUM,Number and Algebra,PAT-2,Patterns and relationships,"Use graphs, tables, and rules to describe linear relationships found in number and spatial patterns."
MAT4-GEO-MEA-1,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,MEA-1,Measurement,"Use appropriate scales, devices, and metric units for length, area, volume and capacity, weight (mass), temperature, angle, and time."
MAT4-GEO-MEA-2,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,MEA-2,Measurement,"Convert between metric units, using whole numbers and commonly used decimals."
MAT4-GEO-MEA-3,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,MEA-3,Measurement,"Use side or edge lengths to find the perimeters and areas of rectangles, parallelograms, and triangles and the volumes of cuboids."
MAT4-GEO-MEA-4,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,MEA-4,Measurement,"Interpret and use scales, timetables, and charts."
MAT4-GEO-SHA-1,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,SHA-1,Shape,Identify classes of two- and three-dimensional shapes by their geometric properties.
MAT4-GEO-SHA-2,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,SHA-2,Shape,"Relate three-dimensional models to two-dimensional representations, and vice versa."
MAT4-GEO-POS,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,POS,Position and Orientation,"Communicate and interpret locations and directions, using compass directions, distances, and grid references."
MAT4-GEO-TRA,MAT,Mathematics and Statistics,4,GEO,Geometry and Measurement,TRA,Transformation,"Use the invariant properties of figures and objects under transformations (reflection, rotation, translation, or enlargement)."
MAT4-STA-STA-1,MAT,Mathematics and Statistics,4,STA,Statistics,STA-1,Statistical Investigation,"Plan and conduct investigations using the statistical enquiry cycle:<br />determining appropriate variables and data collection methods; <br />gathering, sorting, and displaying multivariate category, measurement, and time-series data to detect patterns, variations, relationships, and trends;<br />comparing distributions visually;<br />communicating findings, using appropriate displays."
MAT4-STA-STA-2,MAT,Mathematics and Statistics,4,STA,Statistics,STA-2,Statistical Literacy,Evaluate statements made by others about the findings of statistical investigations and probability activities.
MAT4-STA-PRO-1,MAT,Mathematics and Statistics,4,STA,Statistics,PRO-1,Probability,"Investigate situations that involve elements of chance by comparing experimental distributions with expectations from models of the possible outcomes, acknowledging variation and independence."
MAT4-STA-PRO-2,MAT,Mathematics and Statistics,4,STA,Statistics,PRO-2,Probability,Use simple fractions and percentages to describe probabilities.
MAT5-NUM-NUM-1,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,NUM-1,Number strategies and knowledge,Reason with linear proportions.
MAT5-NUM-NUM-2,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,NUM-2,Number strategies and knowledge,"Use prime numbers, common factors and multiples, and powers (including square roots)."
MAT5-NUM-NUM-3,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,NUM-3,Number strategies and knowledge,"Understand operations on fractions, decimals, percentages, and integers."
MAT5-NUM-NUM-4,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,NUM-4,Number strategies and knowledge,Use rates and ratios.
MAT5-NUM-NUM-5,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,NUM-5,Number strategies and knowledge,"Know commonly used fraction, decimal, and percentage conversions."
MAT5-NUM-NUM-6,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,NUM-6,Number strategies and knowledge,"Know and apply standard form, significant figures, rounding, and decimal place value."
MAT5-NUM-EQU,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,EQU,Equations and expressions,Form and solve linear and simple quadratic equations.
MAT5-NUM-PAT-1,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,PAT-1,Patterns and relationships,Generalise the properties of operations with fractional numbers and integers.
MAT5-NUM-PAT-2,MAT,Mathematics and Statistics,5,NUM,Number and Algebra,PAT-2,Patterns and relationships,"Relate tables, graphs, and equations to linear and simple quadratic relationships found in number and spatial patterns."
MAT5-GEO-MEA-1,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,MEA-1,Measurement,"Select and use appropriate metric units for length, area, volume and capacity, weight (mass), temperature, angle, and time, with awareness that measurements are approximate."
MAT5-GEO-MEA-2,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,MEA-2,Measurement,"Convert between metric units, using decimals."
MAT5-GEO-MEA-3,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,MEA-3,Measurement,Deduce and use formulae to find the perimeters and areas of polygons and the volumes of prisms.
MAT5-GEO-MEA-4,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,MEA-4,Measurement,"Find the perimeters and areas of circles and composite shapes and the volumes of prisms, including cylinders."
MAT5-GEO-SHA-1,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,SHA-1,Shape,Deduce the angle properties of intersecting and parallel lines and the angle properties of polygons and apply these properties.
MAT5-GEO-SHA-2,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,SHA-2,Shape,Create accurate nets for simple polyhedra and connect three-dimensional solids with different two-dimensional representations.
MAT5-GEO-POS-1,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,POS-1,Position and Orientation,Construct and describe simple loci.
MAT5-GEO-POS-2,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,POS-2,Position and Orientation,"Interpret points and lines on co-ordinate planes, including scales and bearings on maps."
MAT5-GEO-TRA-1,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,TRA-1,Transformation,Define and use transformations and describe the invariant properties of figures and objects under these transformations.
